Year,Statistic,Name,Team,#
1933,RBI,Chuck Klein,Philadelphia,120
1933,Runs,Pepper Martin,St. Louis,122
1933,Slugging Average,Chuck Klein,Philadelphia,.602
1933,Stolen Bases,Pepper Martin,St. Louis,26
1933,Total Bases,Chuck Klein,Philadelphia,365
1933,Triples,Arky Vaughan,Pittsburgh,19
1990,Base on Balls,Jack Clark,San Diego,104
1990,Batting Average,Willie McGee,St. Louis,.335
1990,Doubles,Gregg Jefferies,New York,40
1990,Hits,Brett Butler,San Francisco,192
1990,Lenny Dykstra,Philadelphia,,
1990,Home Runs,Ryne Sandberg,Chicago,40
1990,On Base Percentage,Dave Magadan,New York,.425
1990,RBI,Matt Williams,San Francisco,122
1990,Runs,Ryne Sandberg,Chicago,116
1990,Slugging Average,Barry Bonds,Pittsburgh,.565
1990,Stolen Bases,Vince Coleman,St. Louis,77
1990,Total Bases,Ryne Sandberg,Chicago,344
1990,Triples,Mariano Duncan,Cincinnati,11
1882,Base on Balls,George Gore,Chicago,29
1882,Batting Average,Dan Brouthers,Buffalo,.368
1882,Doubles,King Kelly,Chicago,37
1882,Hits,Dan Brouthers,Buffalo,129
1882,Home Runs,George Wood,Detroit,7
1882,On Base Percentage,Dan Brouthers,Buffalo,.403
1882,RBI,Cap Anson,Chicago,83
1882,Runs,George Gore,Chicago,99
1882,Slugging Average,Dan Brouthers,Buffalo,.547
1882,Total Bases,Dan Brouthers,Buffalo,192
1882,Triples,Roger Connor,Troy,18
1901,Base on Balls,Roy Thomas,Philadelphia,100
1901,Batting Average,Jesse Burkett,St. Louis,.376
1901,Doubles,Tom Daly,Brooklyn,38
1901,Ed Delahanty,Philadelphia,,
1901,Hits,Jesse Burkett,St. Louis,226
1901,Home Runs,Sam Crawford,Cincinnati,16
1901,On Base Percentage,Jesse Burkett,St. Louis,.440
1901,RBI,Honus Wagner,Pittsburgh,126
1901,Runs,Jesse Burkett,St. Louis,142
1901,Slugging Average,Jimmy Sheckard,Brooklyn,.534
1901,Stolen Bases,Honus Wagner,Pittsburgh,49
1901,Total Bases,Jesse Burkett,St. Louis,306
1901,Triples,Jimmy Sheckard,Brooklyn,19
1971,Base on Balls,Willie Mays,San Francisco,112
1971,Batting Average,Joe Torre,St. Louis,.363
1971,Doubles,Cesar Cedeno,Houston,40
1971,Hits,Joe Torre,St. Louis,230
1971,Home Runs,Willie Stargell,Pittsburgh,48
1971,On Base Percentage,Willie Mays,San Francisco,.429
1971,RBI,Joe Torre,St. Louis,137
1971,Runs,Lou Brock,St. Louis,126
1971,Slugging Average,Hank Aaron,Atlanta,.669
1971,Stolen Bases,Lou Brock,St. Louis,64
1971,Total Bases,Joe Torre,St. Louis,352
1971,Triples,Roger Metzger,Houston,11
1971,Joe Morgan,Houston,,
2001,Base on Balls,Barry Bonds,San Francisco,177
2001,Batting Average,Larry Walker,Colorado,.350
2001,Doubles,Lance Berkman,Houston,55
2001,Hits,Rich Aurilia,San Francisco,206
2001,Home Runs,Barry Bonds,San Francisco,73
2001,On Base Percentage,Barry Bonds,San Francisco,.515
2001,RBI,Sammy Sosa,Chicago,160
2001,Runs,Sammy Sosa,Chicago,146
2001,Slugging Average,Barry Bonds,San Francisco,.863
2001,Stolen Bases,Juan Pierre,Colorado,46
2001,Jimmy Rollins,Philadelphia,,
2001,Total Bases,Sammy Sosa,Chicago,425
2001,Triples,Jimmy Rollins,Philadelphia,12
1918,Base on Balls,Max Carey,Pittsburgh,62
1918,Batting Average,Zack Wheat,Brooklyn,.335
1918,Doubles,Heinie Groh,Cincinnati,28
1918,Hits,Charlie Hollocher,Chicago,161
1918,Home Runs,Gavvy Cravath,Philadelphia,8
1918,On Base Percentage,Heinie Groh,Cincinnati,.395
1918,RBI,Sherry Magee,Cincinnati,76
1918,Runs,Heinie Groh,Cincinnati,86
1918,Slugging Average,Edd Roush,Cincinnati,.455
1918,Stolen Bases,Max Carey,Pittsburgh,58
1918,Total Bases,Charlie Hollocher,Chicago,202
1918,Triples,Jake Daubert,Brooklyn,15
1887,Base on Balls,Jim Fogarty,Philadelphia,82
1887,Batting Average,Cap Anson,Chicago,.347
1887,Doubles,Dan Brouthers,Detroit,36
1887,Hits,Sam Thompson,Detroit,203
1887,Home Runs,Billy O'Brien,Washington,19
1887,On Base Percentage,Dan Brouthers,Detroit,.426
1887,RBI,Sam Thompson,Detroit,166
1887,Runs,Dan Brouthers,Detroit,153
1887,Slugging Average,Sam Thompson,Detroit,.571
1887,Total Bases,Sam Thompson,Detroit,311
1887,Triples,Sam Thompson,Detroit,23
1995,Base on Balls,Barry Bonds,San Francisco,120
1995,Batting Average,Tony Gwynn,San Diego,.368
1995,Doubles,Mark Grace,Chicago,51
1995,Hits,Dante Bichette,Colorado,197
1995,Tony Gwynn,San Diego,,
1995,Home Runs,Dante Bichette,Colorado,40
1995,On Base Percentage,Barry Bonds,San Francisco,.434
1995,RBI,Dante Bichette,Colorado,128
1995,Runs,Craig Biggio,Houston,123
1995,Slugging Average,Dante Bichette,Colorado,.620
1995,Stolen Bases,Quilvio Veras,Florida,56
1995,Total Bases,Dante Bichette,Colorado,359
1995,Triples,Brett Butler,New York,9
1995,Eric Young,Colorado,,
1968,Base on Balls,Ron Santo,Chicago,96
1968,Batting Average,Pete Rose,Cincinnati,335
1968,Doubles,Lou Brock,St. Louis,46
1968,Hits,Felipe Alou,Atlanta,210
1968,Pete Rose,Cincinnati,,
1968,Home Runs,Willie McCovey,San Francisco,36
1968,On Base Percentage,Pete Rose,Cincinnati,.394
1968,RBI,Willie McCovey,San Francisco,105
1968,Runs,Glenn Beckert,Chicago,98
1968,Slugging Average,Willie McCovey,San Francisco,.545
1968,Stolen Bases,Lou Brock,St. Louis,62
1968,Total Bases,Billy Williams,Chicago,321
1968,Triples,Lou Brock,St. Louis,14
1936,Base on Balls,Arky Vaughan,Pittsburgh,118
1936,Batting Average,Paul Waner,Pittsburgh,.373
1936,Doubles,Joe Medwick,St. Louis,64
1936,Hits,Joe Medwick,St. Louis,223
1936,Home Runs,Mel Ott,New York,33
1936,On Base Percentage,Arky Vaughan,Pittsburgh,.453
1936,RBI,Joe Medwick,St. Louis,138
1936,Runs,Arky Vaughan,Pittsburgh,122
1936,Slugging Average,Mel Ott,New York,.488
1936,Stolen Bases,Pepper Martin,St. Louis,23
1936,Total Bases,Joe Medwick,St. Louis,367
1936,Triples,Ival Goodman,Cincinnati,14
2018,Base on Balls,Bryce Harper,Washington Nationals,130
2018,Batting Average,Christian Yelich,Milwaukee Brewers,.326
2018,Doubles,Freddie Freeman,Atlanta Braves,44
2018,Anthony Rendon,Washington Nationals,44,
2018,Hits,Freddie Freeman,Atlanta Braves,191
2018,Home Runs,Nolan Arenado,Colorado Rockies,38
2018,On Base Percentage,Joey Votto,Cincinnati Reds,.417
2018,RBI,Javier Baez,Chicago Cubs,111
2018,Runs,Charlie Blackmon,Colorado Rockies,119
2018,Slugging Average,Christian Yelich,Milwaukee Brewers,.598
2018,Stolen Bases,Trea Turner,Washington Nationals,43
2018,Total Bases,Christian Yelich,Milwaukee Brewers,343
2018,Triples,Ketel Marte,Arizona Diamondbacks,12
1946,Base on Balls,Eddie Stanky,Brooklyn,137
1946,Batting Average,Stan Musial,St. Louis,.365
1946,Doubles,Stan Musial,St. Louis,50
1946,Hits,Stan Musial,St. Louis,228
1946,Home Runs,Ralph Kiner,Pittsburgh,23
1946,On Base Percentage,Eddie Stanky,Brooklyn,.436
1946,RBI,Enos Slaughter,St. Louis,130
1946,Runs,Stan Musial,St. Louis,124
1946,Slugging Average,Stan Musial,St. Louis,.587
1946,Stolen Bases,Pete Reiser,Brooklyn,34
1946,Total Bases,Stan Musial,St. Louis,366
1946,Triples,Stan Musial,St. Louis,20
2004,Base on Balls,Barry Bonds,San Francisco,232
2004,Batting Average,Barry Bonds,San Francisco,.362
2004,Doubles,Lyle Overbay,Milwaukee,53
2004,Hits,Juan Pierre,Florida,221
2004,Home Runs,Adrian Beltre,Los Angeles,48
2004,On Base Percentage,Barry Bonds,San Francisco,.609
2004,RBI,Vinny Castilla,Colorado,131
2004,Runs,Albert Pujols,St. Louis,133
2004,Slugging Average,Barry Bonds,San Francisco,.812
2004,Stolen Bases,Scott Podsednik,Milwaukee,70
2004,Total Bases,Albert Pujols,St. Louis,389
2004,Triples,Juan Pierre,Florida,12
2004,Jimmy Rollins,Philadelphia,,
2004,Jack Wilson,Pittsburgh,,
1974,Base on Balls,Darrell Evans,Atlanta,126
1974,Batting Average,Ralph Garr,Atlanta,.353
1974,Doubles,Pete Rose,Cincinnati,45
1974,Hits,Ralph Garr,Atlanta,214
1974,Home Runs,Mike Schmidt,Philadelphia,36
1974,On Base Percentage,Joe Morgan,Cincinnati,.430
1974,RBI,Johnny Bench,Cincinnati,129
1974,Runs,Pete Rose,Cincinnati,110
1974,Slugging Average,Mike Schmidt,Philadelphia,.546
1974,Stolen Bases,Lou Brock,St. Louis,118
1974,Total Bases,Johnny Bench,Cincinnati,315
1974,Triples,Ralph Garr,Atlanta,17
1989,Base on Balls,Jack Clark,San Diego,132
1989,Batting Average,Tony Gwynn,San Diego,.336
1989,Doubles,Pedro Guerrero,St. Louis,42
1989,Tim Wallach,Montreal,,
1989,Hits,Tony Gwynn,San Diego,203
1989,Home Runs,Kevin Mitchell,San Francisco,47
1989,On Base Percentage,Lonnie Smith,Atlanta,.420
1989,RBI,Kevin Mitchell,San Francisco,125
1989,Runs,Howard Johnson,New York,104
1989,Will Clark,San Francisco,,
1989,Ryne Sandberg,Chicago,,
1989,Slugging Average,Kevin Mitchell,San Francisco,.635
1989,Stolen Bases,Vince Coleman,St. Louis,65
1989,Total Bases,Kevin Mitchell,San Francisco,345
1989,Triples,Robby Thompson,San Francisco,11
1904,Base on Balls,Roy Thomas,Philadelphia,102
1904,Batting Average,Honus Wagner,Pittsburgh,.349
1904,Doubles,Honus Wagner,Pittsburgh,44
1904,Hits,Ginger Beaumont,Pittsburgh,185
1904,Home Runs,Harry Lumley,Brooklyn,9
1904,On Base Percentage,Honus Wagner,Pittsburgh,.423
1904,RBI,Bill Dahlen,New York,80
1904,Runs,George Browne,New York,99
1904,Slugging Average,Honus Wagner,Pittsburgh,.520
1904,Stolen Bases,Honus Wagner,Pittsburgh,53
1904,Total Bases,Honus Wagner,Pittsburgh,255
1904,Triples,Harry Lumley,Brooklyn,18
1961,Base on Balls,Eddie Mathews,Milwaukee,93
1961,Batting Average,Roberto Clemente,Pittsburgh,.351
1961,Doubles,Hank Aaron,Milwaukee,39
1961,Hits,Vada Pinson,Cincinnati,208
1961,Home Runs,Orlando Cepeda,San Francisco,46
1961,On Base Percentage,Wally Moon,Los Angeles,.438
1961,RBI,Orlando Cepeda,San Francisco,142
1961,Runs,Willie Mays,San Francisco,129
1961,Slugging Average,Frank Robinson,Cincinnati,.611
1961,Stolen Bases,Maury Wills,Los Angeles,35
1961,Total Bases,Hank Aaron,Milwaukee,358
1961,Triples,George Altman,Chicago,12
1911,Base on Balls,Jimmy Sheckard,Chicago,147
1911,Batting Average,Honus Wagner,Pittsburgh,.334
1911,Doubles,Ed Konetchy,St. Louis,38
1911,Hits,Doc Miller,Boston,192
1911,Home Runs,Frank Schulte,Chicago,21
1911,On Base Percentage,Jimmy Sheckard,Chicago,.434
1911,RBI,Frank Schulte,Chicago,107
1911,Chief Wilson,Pittsburgh,,
1911,Runs,Jimmy Sheckard,Chicago,121
1911,Slugging Average,Frank Schulte,Chicago,.534
1911,Stolen Bases,Bob Bescher,Cincinnati,81
1911,Total Bases,Frank Schulte,Chicago,308
1911,Triples,Larry Doyle,New York,25
2011,Base on Balls,Joey Votto,Cincinnati,110
2011,Batting Average,Jose Reyes,New York,.337
2011,Doubles,Joey Votto,Cincinnati,40
2011,Hits,Starlin Castro,Chicago,207
2011,Home Runs,Matt Kemp,Los Angeles,39
2011,On Base Percentage,Joey Votto,Cincinnati,.416
2011,RBI,Matt Kemp,Los Angeles,126
2011,Runs,Matt Kemp,Los Angeles,115
2011,Slugging Average,Ryan Braun,Milwaukee,.597
2011,Stolen Bases,Michael Bourn,Houston / Atlanta,61
2011,Total Bases,Matt Kemp,Los Angeles,353
2011,Triples,Jose Reyes,New York,16
2011,Shane Victorino,Philadelphia,,
1923,Base on Balls,George Burns,Cincinnati,101
1923,Batting Average,Rogers Hornsby,St. Louis,.384
1923,Doubles,Edd Roush,Cincinnati,41
1923,Hits,Frankie Frisch,New York,223
1923,Home Runs,Cy Williams,Philadelphia,41
1923,On Base Percentage,Rogers Hornsby,St. Louis,.459
1923,RBI,Irish Meusel,New York,125
1923,Runs,Ross Youngs,New York,121
1923,Slugging Average,Rogers Hornsby,St. Louis,.627
1923,Stolen Bases,Max Carey,Pittsburgh,51
1923,Total Bases,Frankie Frisch,New York,311
1923,Triples,Max Carey,Pittsburgh,19
1923,Pie Traynor,Pittsburgh,,
1953,Base on Balls,Stan Musial,St. Louis,105
1953,Batting Average,Carl Furillo,Brooklyn,.344
1953,Doubles,Stan Musial,St. Louis,53
1953,Hits,Richie Ashburn,Philadelphia,205
1953,Home Runs,Eddie Mathews,Milwaukee,47
1953,On Base Percentage,Stan Musial,St. Louis,.437
1953,RBI,Roy Campanella,Brooklyn,142
1953,Runs,Duke Snider,Brooklyn,132
1953,Slugging Average,Duke Snider,Brooklyn,.627
1953,Stolen Bases,Bill Bruton,Milwaukee,26
1953,Total Bases,Duke Snider,Brooklyn,370
1953,Triples,Jim Gilliam,Brooklyn,17
2023,Base on Balls,Juan Soto,San Diego Padres,132
2023,Batting Average,Luis Arraez,Miami Marlins,.354
2023,Doubles,Freddie Freeman,Los Angeles Dodgers,59
2023,Hits,Ronald Acuña Jr.,Atlanta Braves,217
2023,Home Runs,Matt Olson,Atlanta Braves,54
2023,On Base Percentage,Ronald Acuña Jr.,Atlanta Braves,.416
2023,RBI,Matt Olson,Atlanta Braves,139
2023,Runs,Ronald Acuña Jr.,Atlanta Braves,149
2023,Slugging Average,Matt Olson,Atlanta Braves,.604
2023,Stolen Bases,Ronald Acuña Jr.,Atlanta Braves,73
2023,Total Bases,Ronald Acuña Jr.,Atlanta Braves,383
2023,Triples,Corbin Carroll,Arizona Diamondbacks,10
1892,Base on Balls,Jack Crooks,St. Louis,136
1892,Batting Average,Dan Brouthers,Brooklyn,.335
1892,Doubles,Roger Connor,Philadelphia,37
1892,Hits,Dan Brouthers,Brooklyn,197
1892,Home Runs,Bug Holliday,Cincinnati,13
1892,On Base Percentage,Cupid Childs,Cleveland,.443
1892,RBI,Dan Brouthers,Brooklyn,124
1892,Runs,Cupid Childs,Cleveland,136
1892,Slugging Average,Ed Delahanty,Philadelphia,.495
1892,Stolen Bases,John Ward,Brooklyn,88
1892,Total Bases,Dan Brouthers,Brooklyn,282
1892,Triples,Ed Delahanty,Philadelphia,21
1980,Base on Balls,Dan Driessen,Cincinnati,93
1980,Joe Morgan,Houston,,
1980,Batting Average,Bill Buckner,Chicago,.324
1980,Doubles,Pete Rose,Philadelphia,42
1980,Hits,Steve Garvey,Los Angeles,200
1980,Home Runs,Mike Schmidt,Philadelphia,48
1980,On Base Percentage,Keith Hernandez,St. Louis,.410
1980,RBI,Mike Schmidt,Philadelphia,121
1980,Runs,Keith Hernandez,St. Louis,111
1980,Slugging Average,Mike Schmidt,Philadelphia,.624
1980,Stolen Bases,Ron LeFlore,Montreal,97
1980,Total Bases,Mike Schmidt,Philadelphia,342
1980,Triples,Omar Moreno,Pittsburgh,13
1980,Rodney Scott,Montreal,,
1891,Base on Balls,Billy Hamilton,Philadelphia,102
1891,Batting Average,Billy Hamilton,Philadelphia,.340
1891,Doubles,Mike Griffin,Brooklyn,36
1891,Hits,Billy Hamilton,Philadelphia,179
1891,Home Runs,Harry Stovey,Boston,16
1891,Mike Tiernan,New York,,
1891,On Base Percentage,Billy Hamilton,Philadelphia,.453
1891,RBI,Cap Anson,Chicago,120
1891,Runs,Billy Hamilton,Philadelphia,141
1891,Slugging Average,Harry Stovey,Boston,.498
1891,Stolen Bases,Billy Hamilton,Philadelphia,111
1891,Total Bases,Harry Stovey,Boston,271
1891,Triples,Harry Stovey,Boston,20
2020,Base on Balls,Bryce Harper,Philadelphia Phillies,49
2020,Batting Average,Juan Soto,Washington Nationals,.351
2020,Doubles,Freddie Freeman,Atlanta Braves,23
2020,Hits,Trea Turner,Washington Nationals,78
2020,Home Runs,Marcell Ozuna,Atlanta Braves,18
2020,On Base Percentage,Juan Soto,Washington Nationals,.490
2020,RBI,Marcell Ozuna,Atlanta Braves,56
2020,Runs,Freddie Freeman,Atlanta Braves,51
2020,Slugging Average,Juan Soto,Washington Nationals,.695
2020,Stolen Bases,Trevor Story,Colorado Rockies,15
2020,Total Bases,Marcell Ozuna,Atlanta Braves,145
2020,Triples,Trevor Story,Colorado Rockies,4
2020,Trea Turner,Washington Nationals,4,
2020,Mike Yastrzemski,San Francisco Giants,4,
1983,Base on Balls,Mike Schmidt,Philadelphia,128
1983,Batting Average,Bill Madlock,Pittsburgh,.323
1983,Doubles,Bill Buckner,Chicago,38
1983,Al Oliver,Montreal,,
1983,Johnny Ray,Pittsburgh,,
1983,Hits,Jose Cruz,Houston,189
1983,Andre Dawson,Montreal,,
1983,Home Runs,Mike Schmidt,Philadelphia,40
1983,On Base Percentage,Mike Schmidt,Philadelphia,.402
1983,RBI,Dale Murphy,Atlanta,121
1983,Runs,Tim Raines,Montreal,133
1983,Slugging Average,Dale Murphy,Atlanta,.540
1983,Stolen Bases,Tim Raines,Montreal,90
1983,Total Bases,Andre Dawson,Montreal,341
1983,Triples,Brett Butler,Atlanta,13
1920,Base on Balls,George Burns,New York,76
1920,Batting Average,Rogers Hornsby,St. Louis,.370
1920,Doubles,Rogers Hornsby,St. Louis,44
1920,Hits,Rogers Hornsby,St. Louis,218
1920,Home Runs,Cy Williams,Philadelphia,15
1920,On Base Percentage,Rogers Hornsby,St. Louis,.431
1920,RBI,Rogers Hornsby,St. Louis,94
1920,George Kelly,New York,,
1920,Runs,George Burns,New York,115
1920,Slugging Average,Rogers Hornsby,St. Louis,.559
1920,Stolen Bases,Max Carey,Pittsburgh,52
1920,Total Bases,Rogers Hornsby,St. Louis,329
1920,Triples,Hy Myers,Brooklyn,22
1950,Base on Balls,Eddie Stanky,New York,144
1950,Batting Average,Stan Musial,St. Louis,.346
1950,Doubles,Red Schoendienst,St. Louis,43
1950,Hits,Duke Snider,Brooklyn,199
1950,Home Runs,Ralph Kiner,Pittsburgh,47
1950,On Base Percentage,Eddie Stanky,New York,.460
1950,RBI,Del Ennis,Philadelphia,126
1950,Runs,Earl Torgeson,Boston,120
1950,Slugging Average,Stan Musial,St. Louis,.596
1950,Stolen Bases,Sam Jethroe,Boston,35
1950,Total Bases,Duke Snider,Brooklyn,343
1950,Triples,Richie Ashburn,Philadelphia,14
2012,Base on Balls,Dan Uggla,Atlanta,94
2012,Joey Votto,Cincinnati,,
2012,Batting Average,Buster Posey *,San Francisco,.336
2012,Doubles,Aramis Ramirez,Milwaukee,50
2012,Hits,Andrew McCutchen,Pittsburgh,194
2012,Home Runs,Ryan Braun,Milwaukee,41
2012,On Base Percentage,Joey Votto,Cincinnati,.474
2012,RBI,Chase Headley,San Diego,115
2012,Runs,Ryan Braun,Milwaukee,108
2012,Slugging Average,Mike Stanton,Miami,.608
2012,Stolen Bases,Everth Cabrera,San Diego,44
2012,Total Bases,Ryan Braun,Milwaukee,356
2012,Triples,Angel Pagan,San Francisco,15
1962,Base on Balls,Eddie Mathews,Milwaukee,101
1962,Batting Average,Tommy Davis,Los Angeles,.346
1962,Doubles,Frank Robinson,Cincinnati,51
1962,Hits,Tommy Davis,Los Angeles,230
1962,Home Runs,Willie Mays,San Francisco,49
1962,On Base Percentage,Frank Robinson,Cincinnati,.424
1962,RBI,Tommy Davis,Los Angeles,153
1962,Runs,Frank Robinson,Cincinnati,134
1962,Slugging Average,Frank Robinson,Cincinnati,.624
1962,Stolen Bases,Maury Wills,Los Angeles,104
1962,Total Bases,Willie Mays,San Francisco,382
1962,Triples,JohnnyCallison,Philadelphia,10
1962,Willie Davis,Los Angeles,,
1962,Bill Virdon,Pittsburgh,,
1962,Maury Wills,Los Angeles,,
1912,Base on Balls,Jimmy Sheckard,Chicago,122
1912,Batting Average,Heinie Zimmerman,Chicago,.372
1912,Doubles,Heinie Zimmerman,Chicago,41
1912,Hits,Heinie Zimmerman,Chicago,207
1912,Home Runs,Heinie Zimmerman,Chicago,14
1912,On Base Percentage,Johnny Evers,Chicago,.431
1912,RBI,Honus Wagner,Pittsburgh,102
1912,Runs,Bob Bescher,Cincinnati,120
1912,Slugging Average,Heinie Zimmerman,Chicago,.571
1912,Stolen Bases,Bob Bescher,Cincinnati,67
1912,Total Bases,Heinie Zimmerman,Chicago,318
1912,Triples,Chief Wilson,Pittsburgh,36
1977,Base on Balls,Gene Tenace,San Diego,125
1977,Batting Average,Dave Parker,Pittsburgh,.338
1977,Doubles,Dave Parker,Pittsburgh,44
1977,Hits,Dave Parker,Pittsburgh,215
1977,Home Runs,George Foster,Cincinnati,52
1977,On Base Percentage,Reggie Smith,Los Angeles,.432
1977,RBI,George Foster,Cincinnati,149
1977,Runs,George Foster,Cincinnati,124
1977,Slugging Average,George Foster,Cincinnati,.631
1977,Stolen Bases,Frank Taveras,Pittsburgh,70
1977,Total Bases,George Foster,Cincinnati,388
1977,Triples,GarryTempleton,St. Louis,18
1907,Base on Balls,Miller Huggins,Cincinnati,83
1907,Roy Thomas,Philadelphia,,
1907,Batting Average,Honus Wagner,Pittsburgh,.350
1907,Doubles,Honus Wagner,Pittsburgh,38
1907,Hits,Ginger Beaumont,Boston,187
1907,Home Runs,Dave Brain,Boston,10
1907,On Base Percentage,Honus Wagner,Pittsburgh,.408
1907,RBI,Sherry Magee,Philadelphia,85
1907,Runs,Spike Shannon,New York,104
1907,Slugging Average,Honus Wagner,Pittsburgh,.513
1907,Stolen Bases,Honus Wagner,Pittsburgh,61
1907,Total Bases,Honus Wagner,Pittsburgh,264
1907,Triples,Whitey Alperman,Brooklyn,16
1907,John Ganzel,Cincinnati,,
1898,Base on Balls,John McGraw,Baltimore,112
1898,Batting Average,Willie Keeler,Baltimore,.385
1898,Doubles,Nap Lajoie,Philadelphia,43
1898,Hits,Willie Keeler,Baltimore,216
1898,Home Runs,Jimmy Collins,Boston,15
1898,On Base Percentage,Billy Hamilton,Boston,.480
1898,RBI,Nap Lajoie,Philadelphia,127
1898,Runs,John McGraw,Baltimore,143
1898,Slugging Average,John Anderson,Brooklyn,.494
1898,Stolen Bases,Ed Delahanty,Philadelphia,58
1898,Total Bases,Jimmy Collins,Boston,286
1898,Triples,John Anderson,Brooklyn,22
1959,Base on Balls,Jim Gilliam,Los Angeles,96
1959,Batting Average,Hank Aaron,Milwaukee,.355
1959,Doubles,Vada Pinson,Cincinnati,47
1959,Hits,Hank Aaron,Milwaukee,223
1959,Home Runs,Eddie Mathews,Milwaukee,46
1959,On Base Percentage,Joe Cunningham,St. Louis,.453
1959,RBI,Ernie Banks,Chicago,143
1959,Runs,Vada Pinson,Cincinnati,131
1959,Slugging Average,Hank Aaron,Milwaukee,.636
1959,Stolen Bases,Willie Mays,San Francisco,27
1959,Total Bases,Hank Aaron,Milwaukee,400
1959,Triples,Wally Moon,Los Angeles,11
1959,Charlie Neal,Los Angeles,,
1929,Base on Balls,Mel Ott,New York,113
1929,Batting Average,Lefty O'Doul,Philadelphia,.398
1929,Doubles,Johnny Frederick,Brooklyn,52
1929,Hits,Lefty O'Doul,Philadelphia,254
1929,Home Runs,Chuck Klein,Philadelphia,43
1929,On Base Percentage,Lefty O'Doul,Philadelphia,.465
1929,RBI,Hack Wilson,Chicago,159
1929,Runs,Rogers Hornsby,Chicago,156
1929,Slugging Average,Rogers Hornsby,Chicago,.679
1929,Stolen Bases,Kiki Cuyler,Chicago,43
1929,Total Bases,Rogers Hornsby,Chicago,409
1929,Triples,Lloyd Waner,Pittsburgh,20
2007,Base on Balls,Barry Bonds,San Francisco,132
2007,Batting Average,Matt Holliday,Colorado,.340
2007,Doubles,Matt Holliday,Colorado,50
2007,Hits,Matt Holliday,Colorado,216
2007,Home Runs,Prince Fielder,Milwaukee,50
2007,On Base Percentage,Todd Helton,Colorado,.434
2007,RBI,Matt Holliday,Colorado,137
2007,Runs,Jimmy Rollins,Philadelphia,139
2007,Slugging Average,Prince Fielder,Milwaukee,.618
2007,Stolen Bases,Jose Reyes,New York,78
2007,Total Bases,Matt Holliday,Colorado,386
2007,Triples,Jimmy Rollins,Philadelphia,20
1935,Base on Balls,Arky Vaughan,Pittsburgh,97
1935,Batting Average,Arky Vaughan,Pittsburgh,.385
1935,Doubles,Billy Herman,Chicago,57
1935,Hits,Billy Herman,Chicago,227
1935,Home Runs,Wally Berger,Boston,34
1935,On Base Percentage,Arky Vaughan,Pittsburgh,.491
1935,RBI,Wally Berger,Boston,130
1935,Runs,Augie Galan,Chicago,133
1935,Slugging Average,Arky Vaughan,Pittsburgh,.607
1935,Stolen Bases,Augie Galan,Chicago,22
1935,Total Bases,Joe Medwick,St. Louis,365
1935,Triples,Ival Goodman,Cincinnati,18
1945,Base on Balls,Eddie Stanky,Brooklyn,148
1945,Batting Average,Phil Cavarretta,Chicago,.355
1945,Doubles,Tommy Holmes,Boston,47
1945,Hits,Tommy Holmes,Boston,224
1945,Home Runs,Tommy Holmes,Boston,28
1945,On Base Percentage,Phil Cavarretta,Chicago,.449
1945,RBI,Dixie Walker,Brooklyn,124
1945,Runs,Eddie Stanky,Brooklyn,128
1945,Slugging Average,Tommy Holmes,Boston,.577
1945,Stolen Bases,Red Schoendienst,St. Louis,26
1945,Total Bases,Tommy Holmes,Boston,367
1945,Triples,Luis Olmo,Brooklyn,13
1884,Base on Balls,George Gore,Chicago,61
1884,Batting Average,King Kelly,Chicago,.354
1884,Doubles,Paul Hines,Providence,36
1884,Hits,Jim O'Rourke,Buffalo,162
1884,Ezra Sutton,Boston,,
1884,Home Runs,Ned Williamson,Chicago,27
1884,On Base Percentage,King Kelly,Chicago,.414
1884,RBI,Cap Anson,Chicago,102
1884,Runs,King Kelly,Chicago,120
1884,Slugging Average,Dan Brouthers,Buffalo,.563
1884,Total Bases,Abner Dalrymple,Chicago,263
1884,Triples,Buck Ewing,New York,20
1879,Base on Balls,Charley Jones,Boston,29
1879,Batting Average,Paul Hines,Providence,.357
1879,Doubles,Charlie Eden,Cleveland,31
1879,Hits,Paul Hines,Providence,146
1879,Home Runs,Charley Jones,Boston,9
1879,On Base Percentage,Jim O'Rourke,Providence,.371
1879,RBI,Charley Jones,Boston,62
1879,Jim O'Rourke,Boston,,
1879,Runs,Charley Jones,Boston,85
1879,Slugging Average,Jim O'Rourke,Boston,.521
1879,Total Bases,Paul Hines,Providence,197
1879,Triples,Buttercup Dickerson,Cincinnati,14
1996,Base on Balls,Barry Bonds,San Francisco,151
1996,Batting Average,Tony Gwynn,San Diego,.353
1996,Doubles,Jeff Bagwell,Houston,48
1996,Hits,Lance Johnson,New York,227
1996,Home Runs,Andres Galarraga,Colorado,47
1996,On Base Percentage,Gary Sheffield,Florida,.469
1996,RBI,Andres Galarraga,Colorado,150
1996,Runs,Ellis Burks,Colorado,142
1996,Slugging Average,Ellis Burks,Colorado,.639
1996,Stolen Bases,Eric Young,Colorado,53
1996,Total Bases,Ellis Burks,Colorado,392
1996,Triples,Lance Johnson,New York,21
2002,Base on Balls,Barry Bonds,San Francisco,198
2002,Batting Average,Barry Bonds,San Francisco,.370
2002,Doubles,Bobby Abreu,Philadelphia,50
2002,Hits,Vladimir Guerrero,Montreal,206
2002,Home Runs,Sammy Sosa,Chicago,49
2002,On Base Percentage,Barry Bonds,San Francisco,.582
2002,RBI,Lance Berkman,Houston,128
